LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
New Delhi,2014,Fiat,Linea DYNAMIC 1.3 L ADVANCED MULTIJET,Manual,"1,54,343 km",Diesel,1st Owner,"₹3,52,799"
New Delhi,2017,Hyundai,Verna 1.6 CRDI SX + AT,Automatic,"1,32,086 km",Diesel,1st Owner,"₹9,18,599"
New Delhi,2015,Toyota,Etios GD,Manual,"1,84,158 km",Diesel,1st Owner,"₹3,69,299"
New Delhi,2018,Honda,City V CVT,,"1,19,791 km",Petrol,1st Owner,"₹7,55,299"
New Delhi,2019,Maruti,Dzire ZXI AMT,Automatic,"34,172 km",Petrol,1st Owner,"₹7,50,699"
New Delhi,2015,Toyota,Etios CROSS 1.4 GD,Manual,"79,123 km",Diesel,1st Owner,"₹4,14,899"
New Delhi,2012,Toyota,Etios G SP,Manual,"1,18,764 km",Petrol,1st Owner,"₹2,57,999"
New Delhi,2011,Volkswagen,Vento HIGHLINE PETROL AT,Automatic,"46,475 km",Petrol,3rd Owner,"₹2,82,999"
New Delhi,2014,Maruti,Swift Dzire ZDI,Manual,"27,735 km",Diesel,1st Owner,"₹4,54,899"
New Delhi,2017,Honda,Amaze 1.2 SMT I VTEC,Manual,"37,701 km",Petrol,1st Owner,"₹4,55,099"
New Delhi,2015,Maruti,Ciaz VDI PLUS,Manual,"67,006 km",Diesel,3rd Owner,"₹4,36,799"
New Delhi,2008,Honda,Accord 2.4 AT I VTEC,Automatic,"61,728 km",Petrol,2nd Owner,"₹3,01,899"
New Delhi,2017,Maruti,Dzire VDI,Manual,"55,944 km",Diesel,1st Owner,"₹6,07,099"
New Delhi,2013,Maruti,Swift Dzire LDI BS IV,Manual,"1,30,588 km",Diesel,1st Owner,"₹3,00,599"
New Delhi,2014,Honda,City V MT PETROL,Manual,"39,594 km",Petrol,2nd Owner,"₹5,24,599"
New Delhi,2015,Hyundai,Verna FLUIDIC 1.6 CRDI S,Manual,"41,903 km",Diesel,1st Owner,"₹5,61,499"
New Delhi,2015,Hyundai,Verna FLUIDIC 1.6 CRDI S,Manual,"84,316 km",Diesel,1st Owner,"₹5,42,199"
New Delhi,2015,Hyundai,Verna FLUIDIC 1.6 CRDI S,Manual,"87,643 km",Diesel,1st Owner,"₹5,48,999"
New Delhi,2013,Volkswagen,Vento HIGHLINE DIESEL,Manual,"95,866 km",Diesel,1st Owner,"₹3,32,099"
New Delhi,2013,Honda,Amaze 1.5 SMT I DTEC,Manual,"97,077 km",Diesel,1st Owner,"₹2,54,999"
New Delhi,2008,Maruti,Swift Dzire VXI,Manual,"1,23,467 km",Petrol + CNG,1st Owner,"₹2,06,599"
New Delhi,2009,Honda,City 1.5 E MT PETROL,,"1,20,423 km",Petrol,4th Owner,"₹2,04,299"
New Delhi,2015,Maruti,Swift Dzire LDI OPT,Manual,"1,16,156 km",Diesel,1st Owner,"₹3,24,099"
New Delhi,2014,Skoda,Rapid AMBITION 1.6 MPI MT PLUS,Manual,"1,34,412 km",Petrol,1st Owner,"₹3,38,499"
New Delhi,2014,Maruti,Swift Dzire VDI BS IV,Manual,"1,03,554 km",Diesel,2nd Owner,"₹4,61,399"
New Delhi,2019,Maruti,Dzire LXI,Manual,"11,393 km",Petrol,1st Owner,"₹5,15,399"
New Delhi,2010,Honda,City V MT PETROL,Manual,"42,868 km",Petrol,2nd Owner,"₹2,97,599"
New Delhi,2016,Hyundai,New Elantra 2.0 SX (O) AT,Automatic,"49,510 km",Petrol,2nd Owner,"₹10,17,399"
New Delhi,2012,Skoda,Laura AMBITION 2.0 TDI CR MT,Manual,"1,09,457 km",Diesel,2nd Owner,"₹2,94,299"
New Delhi,2010,Toyota,Corolla Altis G,Manual,"1,14,876 km",Petrol,2nd Owner,"₹3,47,699"
New Delhi,2013,Mercedes,Benz E Class E 220 CDI ELEGANCE,Automatic,"67,380 km",Diesel,1st Owner,"₹14,20,099"
New Delhi,2009,Skoda,Superb ELEGANCE 1.8 TSI AT,Automatic,"77,360 km",Petrol,1st Owner,"₹2,71,599"
New Delhi,2016,Mercedes,Benz CLA Class CLA 200 CDI SPORT,Automatic,"19,492 km",Diesel,2nd Owner,"₹19,73,399"
New Delhi,2018,Hyundai,New Elantra 1.6 SX AT O,Automatic,"44,347 km",Diesel,1st Owner,"₹13,47,299"
New Delhi,2013,Mercedes,Benz E Class E 220 CDI ELEGANCE,Automatic,"52,110 km",Diesel,1st Owner,"₹14,13,099"
New Delhi,2013,Chevrolet,Cruze LTZ,Manual,"91,254 km",Diesel,1st Owner,"₹4,96,999"
New Delhi,2011,Toyota,Corolla Altis VL AT,Automatic,"1,50,503 km",Petrol,1st Owner,"₹4,07,899"
New Delhi,2013,Mercedes,Benz E Class E 220 CDI ELEGANCE,Automatic,"69,864 km",Diesel,3rd Owner,"₹12,17,699"
New Delhi,2013,Mercedes,Benz E Class E 220 CDI ELEGANCE,Automatic,"66,446 km",Diesel,2nd Owner,"₹12,93,899"
New Delhi,2011,Toyota,Corolla Altis 1.8 G,,"1,21,508 km",Petrol,1st Owner,"₹3,45,899"
New Delhi,2015,Toyota,Corolla Altis D 4D J,Manual,"1,32,201 km",Diesel,1st Owner,"₹7,66,199"
New Delhi,2012,Audi,A4 2.0 TDI PREMIUM PLUS,Automatic,"90,722 km",Diesel,2nd Owner,"₹9,10,999"
New Delhi,2013,Audi,A4 2.0 TDI 174BHP,Automatic,"44,762 km",Diesel,2nd Owner,"₹10,72,099"
New Delhi,2013,Toyota,Corolla Altis D 4D JS,Manual,"92,260 km",Diesel,1st Owner,"₹4,60,399"
New Delhi,2012,Audi,A4 2.0 TDI PREMIUM PLUS,Automatic,"45,643 km",Diesel,1st Owner,"₹12,42,099"
New Delhi,2016,Toyota,Corolla Altis VL AT,Automatic,"1,35,670 km",Petrol,1st Owner,"₹10,48,199"
New Delhi,2009,Skoda,Superb ELEGANCE 1.8 TSI AT,Automatic,"85,359 km",Petrol,2nd Owner,"₹2,88,999"
New Delhi,2015,Toyota,Corolla Altis GL,Manual,"79,084 km",Petrol,2nd Owner,"₹8,17,299"
New Delhi,2014,Toyota,Corolla Altis D 4D J,Manual,"1,03,033 km",Diesel,1st Owner,"₹6,86,999"
New Delhi,2013,Mercedes,Benz C Class C 200 AVANTGARDE,Manual,"80,978 km",Petrol,2nd Owner,"₹11,02,599"
New Delhi,2015,Audi,A3 35TDI,,"74,523 km",Diesel,1st Owner,"₹12,57,099"
New Delhi,2013,Mercedes,Benz A Class A180 SPORT PETROL,Manual,"43,690 km",Petrol,2nd Owner,"₹11,33,299"
New Delhi,2014,BMW,3 Series 320D LUXURYLINE,Automatic,"62,225 km",Diesel,2nd Owner,"₹16,06,499"
New Delhi,2011,Skoda,Laura ELEGANCE 2.0 TDI CR AT,Automatic,"1,87,692 km",Diesel,3rd Owner,"₹2,73,299"
New Delhi,2013,BMW,X3 XDRIVE 20D,Automatic,"69,697 km",Diesel,2nd Owner,"₹12,99,499"
New Delhi,2013,Audi,A6 2.0 TDI PREMIUM PLUS,Automatic,"1,07,465 km",Diesel,2nd Owner,"₹13,29,199"
New Delhi,2010,Skoda,Superb ELEGANCE 1.8 TSI AT,Automatic,"85,270 km",Petrol,2nd Owner,"₹3,89,099"
New Delhi,2012,Mercedes,Benz E Class E 220 CDI CLASSIC,,"53,597 km",Diesel,2nd Owner,"₹9,73,999"
New Delhi,2012,Mercedes,Benz C Class C 220 CDI AVANTGARDE,Automatic,"23,771 km",Diesel,1st Owner,"₹12,05,699"
New Delhi,2012,Toyota,Corolla Altis D 4D J,Manual,"89,795 km",Diesel,1st Owner,"₹4,76,099"
New Delhi,2015,Audi,A4 35 TDI PREMIUM PLUS SUNROOF,Automatic,"47,680 km",Diesel,1st Owner,"₹17,39,799"
New Delhi,2012,Toyota,Corolla Altis D 4D J,Manual,"1,05,865 km",Diesel,1st Owner,"₹3,71,099"
New Delhi,2013,Toyota,Corolla Altis D 4D G,Manual,"1,29,508 km",Diesel,1st Owner,"₹4,77,699"
New Delhi,2015,Toyota,Corolla Altis VL AT,Automatic,"92,045 km",Petrol,1st Owner,"₹10,20,899"
New Delhi,2012,BMW,3 Series 320D LUXURYLINE,Automatic,"83,797 km",Diesel,2nd Owner,"₹10,54,899"
New Delhi,2015,Skoda,Octavia 2.0 TDI STYLE PLUS AT,Automatic,"77,493 km",Diesel,2nd Owner,"₹8,31,599"
New Delhi,2018,Renault,Kwid RXL,Manual,"11,081 km",Petrol,1st Owner,"₹3,74,500"
New Delhi,2012,Hyundai,Eon D LITE PLUS,Manual,"31,289 km",Petrol,1st Owner,"₹2,03,711"
New Delhi,2018,Maruti,Alto 800 LXI,Manual,"11,373 km",Petrol,1st Owner,"₹3,26,672"
New Delhi,2019,Maruti,Alto LXI,Manual,"10,554 km",Petrol,1st Owner,"₹3,30,752"
New Delhi,2010,Hyundai,i20 MAGNA 1.2 VTVT,Manual,"47,666 km",Petrol,1st Owner,"₹2,26,999"
New Delhi,2015,Maruti,Wagon R 1.0 VXI AMT,Automatic,"41,092 km",Petrol,1st Owner,"₹3,50,000"
New Delhi,2011,Volkswagen,Polo TRENDLINE 1.2L PETROL,Manual,"57,549 km",Petrol,2nd Owner,"₹2,23,656"
New Delhi,2016,Honda,Jazz 1.2 SV MT,Manual,"39,914 km",Petrol,1st Owner,"₹4,75,000"
New Delhi,2013,Hyundai,Eon ERA PLUS,Manual,"20,439 km",Petrol,2nd Owner,"₹2,45,000"
New Delhi,2017,Maruti,Swift LXI OPT,Manual,"33,984 km",Petrol,1st Owner,"₹4,55,000"
New Delhi,2020,Maruti,Baleno SIGMA 1.2 K12,Manual,"18,778 km",Petrol,1st Owner,"₹5,60,000"
New Delhi,2010,Maruti,Swift VXI,Manual,"46,441 km",Petrol,1st Owner,"₹2,20,000"
New Delhi,2009,Hyundai,i10 MAGNA 1.2,Manual,"64,806 km",Petrol,1st Owner,"₹1,65,000"
New Delhi,2017,Renault,Kwid RXT 1.0 EASY-R  AT,,"55,870 km",Petrol,1st Owner,"₹3,00,000"
New Delhi,2015,Maruti,Baleno SIGMA 1.2 K12,Manual,"46,137 km",Petrol,1st Owner,"₹4,39,000"
New Delhi,2015,Maruti,Alto K10 LXI,Manual,"57,890 km",Petrol,1st Owner,"₹2,75,000"
New Delhi,2016,Maruti,Swift LXI OPT,Manual,"67,161 km",Petrol,1st Owner,"₹3,75,000"
New Delhi,2018,Hyundai,Elite i20 ASTA 1.2 AT,,"21,838 km",Petrol,1st Owner,"₹7,12,000"
New Delhi,2014,Hyundai,Santro Xing GL PLUS,Manual,"64,065 km",Petrol,2nd Owner,"₹2,42,625"
New Delhi,2010,Hyundai,i20 MAGNA O 1.2,Manual,"88,252 km",Petrol,1st Owner,"₹2,26,088"
New Delhi,2014,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"77,403 km",Petrol,2nd Owner,"₹3,54,015"
New Delhi,2012,Honda,Jazz 1.2 X I VTEC,Manual,"82,116 km",Petrol,2nd Owner,"₹2,80,000"
New Delhi,2017,Hyundai,Elite i20 SPORTZ 1.4,Manual,"86,109 km",Diesel,1st Owner,"₹5,46,822"
New Delhi,2014,Hyundai,Eon MAGNA PLUS,Manual,"55,103 km",Petrol,1st Owner,"₹3,00,000"
New Delhi,2015,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"65,509 km",Petrol,2nd Owner,"₹3,65,000"
New Delhi,2017,Maruti,Baleno DELTA 1.2 K12,Manual,"51,343 km",Petrol,1st Owner,"₹6,30,000"
New Delhi,2011,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"89,747 km",Petrol,1st Owner,"₹2,25,000"
New Delhi,2011,Hyundai,i10 MAGNA 1.1 IRDE2,Manual,"30,065 km",Petrol,3rd Owner,"₹1,47,000"
New Delhi,2014,Maruti,Celerio VXI,Manual,"44,563 km",Petrol,1st Owner,"₹3,27,000"
New Delhi,2010,Ford,Figo 1.2 LXI DURATEC,Manual,"68,096 km",Petrol,1st Owner,"₹1,21,966"
New Delhi,2015,Hyundai,Santro Xing GL PLUS,Manual,"40,348 km",Petrol,2nd Owner,"₹2,18,500"
New Delhi,2012,Hyundai,i20 SPORTZ 1.2 O,Manual,"45,450 km",Petrol,1st Owner,"₹2,95,616"
New Delhi,2012,Hyundai,i10 ERA 1.1 1RDE2,Manual,"56,655 km",Petrol,1st Owner,"₹2,15,868"
New Delhi,2019,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"18,795 km",Petrol,1st Owner,"₹6,83,656"
New Delhi,2018,Renault,Kwid 1.0 RXL,Manual,"29,438 km",Petrol + CNG,1st Owner,"₹2,65,000"
New Delhi,2013,Hyundai,i10 MAGNA 1.1 IRDE2,Manual,"65,408 km",Petrol,2nd Owner,"₹2,29,545"
New Delhi,2015,Hyundai,i10 ERA 1.1 IRDE,Manual,"76,016 km",Petrol + CNG,1st Owner,"₹3,35,000"
New Delhi,2014,Hyundai,Grand i10 SPORTZ 1.1 CRDI,Manual,"73,280 km",Diesel,2nd Owner,"₹2,77,000"
New Delhi,2012,Hyundai,Santro Xing GL,Manual,"79,211 km",Petrol + CNG,1st Owner,"₹2,00,000"
New Delhi,2013,Maruti,Wagon R 1.0 LXI,Manual,"86,649 km",Petrol + CNG,2nd Owner,"₹2,55,000"
New Delhi,2014,Hyundai,Grand i10 ASTA 1.2 AT VTVT,Automatic,"26,779 km",Petrol,1st Owner,"₹4,20,000"
New Delhi,2018,Maruti,Alto 800 LXI,Manual,"13,074 km",Petrol,1st Owner,"₹2,98,000"
New Delhi,2010,Maruti,Wagon R VXI,Manual,"35,944 km",Petrol,2nd Owner,"₹1,53,235"
New Delhi,2015,Maruti,Swift VDI,Manual,"33,721 km",Diesel,1st Owner,"₹4,02,071"
New Delhi,2013,Honda,Brio 1.2 S MT I VTEC,Manual,"49,601 km",Petrol,1st Owner,"₹2,91,894"
New Delhi,2019,Toyota,Glanza G MT PETROL,Manual,"16,011 km",Petrol,1st Owner,"₹5,75,000"
New Delhi,2019,Maruti,Swift LXI,Manual,"19,237 km",Petrol,1st Owner,"₹5,20,000"
New Delhi,2011,Maruti,Alto LXI,Manual,"64,692 km",Petrol,2nd Owner,"₹1,25,984"
New Delhi,2015,Maruti,Alto K10 LXI,Manual,"47,656 km",Petrol,1st Owner,"₹2,10,000"
New Delhi,2018,Maruti,Swift LXI,Manual,"25,400 km",Petrol,1st Owner,"₹4,82,000"
New Delhi,2015,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"26,012 km",Petrol,1st Owner,"₹4,30,000"
New Delhi,2018,Maruti,Wagon R 1.0 VXI,Manual,"27,622 km",Petrol,1st Owner,"₹4,15,000"
New Delhi,2015,Maruti,Swift LXI OPT,Manual,"48,304 km",Petrol,1st Owner,"₹4,50,000"
New Delhi,2010,Hyundai,i20 MAGNA 1.2 VTVT,Manual,"55,157 km",Petrol,3rd Owner,"₹2,05,228"
New Delhi,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"50,610 km",Petrol,2nd Owner,"₹4,72,959"
New Delhi,2010,Ford,Figo 1.2 EXI DURATEC,Manual,"67,417 km",Petrol,1st Owner,"₹1,70,108"
New Delhi,2011,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"72,299 km",Petrol,1st Owner,"₹1,99,390"
New Delhi,2016,Maruti,Baleno DELTA 1.2 K12 AMT,Automatic,"40,480 km",Petrol,1st Owner,"₹5,15,519"
New Delhi,2015,Hyundai,Grand i10 MAGNA 1.1 CRDI,Manual,"61,914 km",Diesel,1st Owner,"₹2,98,000"
New Delhi,2016,Hyundai,Grand i10 Magna 1.2 AT  VTVT,Automatic,"63,318 km",Petrol,1st Owner,"₹4,50,000"
New Delhi,2018,Maruti,Baleno ALPHA 1.2K12  AT,Automatic,"24,053 km",Petrol,1st Owner,"₹7,35,000"
New Delhi,2019,Maruti,Baleno ALPHA 1.2 K12 AMT,Automatic,"20,202 km",Petrol,1st Owner,"₹8,04,777"
New Delhi,2016,Maruti,Wagon R 1.0 LXI CNG,Manual,"54,223 km",Petrol + CNG,1st Owner,"₹3,00,000"
New Delhi,2018,Hyundai,Elite i20 Magna Executive 1.2 AT,Manual,"39,238 km",Petrol,1st Owner,"₹6,85,000"
New Delhi,2019,Honda,Jazz VX  1.2,Manual,"17,600 km",Petrol,1st Owner,"₹8,25,000"
New Delhi,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"82,944 km",Petrol,2nd Owner,"₹4,60,000"
New Delhi,2016,Honda,Jazz 1.2 V AT,Automatic,"77,319 km",Petrol,1st Owner,"₹5,40,000"
New Delhi,2018,Hyundai,Elite i20 ASTA 1.2,Manual,"78,045 km",Petrol,1st Owner,"₹6,25,000"
New Delhi,2016,Maruti,Baleno RS 1.0 PETROL,Manual,674 km,Petrol,1st Owner,"₹6,60,000"
New Delhi,2017,Maruti,Swift LXI OPT,Manual,"53,388 km",Petrol,1st Owner,"₹4,25,000"
New Delhi,2020,Maruti,Swift LXI,Manual,"6,385 km",Petrol,1st Owner,"₹5,50,000"
New Delhi,2017,Renault,Kwid CLIMBER 1.0,Manual,"17,931 km",Petrol,1st Owner,"₹3,33,645"
New Delhi,2010,Hyundai,i10 MAGNA 1.2 AT,Automatic,"63,222 km",Petrol,3rd Owner,"₹1,98,500"
New Delhi,2018,Renault,Kwid RXL,Manual,"29,656 km",Petrol + CNG,1st Owner,"₹2,58,399"
New Delhi,2019,Maruti,Celerio VXI CNG,Manual,"29,586 km",Petrol + CNG,1st Owner,"₹4,47,268"
New Delhi,2017,Maruti,Wagon R 1.0 LXI,Manual,"67,494 km",Petrol + CNG,1st Owner,"₹3,19,818"
New Delhi,2013,Maruti,Alto K10 VXI,Manual,"69,881 km",Petrol,1st Owner,"₹2,10,000"
New Delhi,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"6,897 km",Petrol,1st Owner,"₹5,98,000"
New Delhi,2015,Hyundai,Eon MAGNA PLUS,Manual,"20,494 km",Petrol,1st Owner,"₹2,90,000"
New Delhi,2012,Maruti,A Star VXI ABS AT,Automatic,"43,079 km",Petrol,1st Owner,"₹2,60,000"
New Delhi,2016,Maruti,Wagon R 1.0 VXI AMT,Automatic,"35,401 km",Petrol,1st Owner,"₹3,60,000"
New Delhi,2017,Maruti,Alto 800 LXI,Manual,"38,682 km",Petrol,1st Owner,"₹2,25,000"
New Delhi,2017,Datsun,Redi Go T (O),Manual,"18,532 km",Petrol,1st Owner,"₹2,65,000"
New Delhi,2013,Maruti,Ritz VDI,Manual,"71,497 km",Diesel,1st Owner,"₹2,52,467"
New Delhi,2014,Maruti,Swift VDI,Manual,"55,233 km",Diesel,1st Owner,"₹3,75,000"
New Delhi,2017,Maruti,Alto 800 LXI,Manual,"53,631 km",Petrol + CNG,1st Owner,"₹3,10,000"
New Delhi,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"35,075 km",Petrol,1st Owner,"₹5,39,000"
New Delhi,2017,Hyundai,Elite i20 ASTA 1.4 CRDI,Manual,"49,507 km",Diesel,1st Owner,"₹5,90,606"
New Delhi,2017,Maruti,IGNIS ZETA 1.2 K12,Manual,"34,036 km",Petrol,1st Owner,"₹4,78,000"
New Delhi,2014,Maruti,Ritz LDI,Manual,"73,353 km",Diesel,1st Owner,"₹2,45,877"
New Delhi,2018,Hyundai,Eon SPORTZ,Manual,"49,934 km",Petrol,1st Owner,"₹2,90,000"
New Delhi,2015,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"49,571 km",Petrol,1st Owner,"₹3,95,000"
New Delhi,2015,Maruti,Swift LXI OPT,Manual,"71,325 km",Petrol,1st Owner,"₹4,50,000"
New Delhi,2014,Maruti,Ritz LDI,Manual,"80,430 km",Diesel,2nd Owner,"₹2,49,000"
New Delhi,2018,Datsun,Redi Go T (O),Manual,"10,618 km",Petrol,1st Owner,"₹2,95,000"
New Delhi,2015,Honda,Jazz 1.2 V AT,Automatic,"44,356 km",Petrol,1st Owner,"₹4,85,000"
New Delhi,2015,Fiat,Punto EVO ACTIVE 1.3 MULTIJET,Manual,"60,105 km",Diesel,1st Owner,"₹2,48,608"
New Delhi,2014,Datsun,Go T,Manual,"61,307 km",Petrol,1st Owner,"₹2,10,000"
New Delhi,2011,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Automatic,"97,146 km",Petrol + CNG,3rd Owner,"₹2,00,000"
New Delhi,2010,Maruti,Wagon R LXI,Manual,"1,41,557 km",Petrol + CNG,2nd Owner,"₹1,39,120"
New Delhi,2014,Honda,Brio 1.2 EX MT I VTEC,Manual,"9,485 km",Petrol,2nd Owner,"₹2,86,000"
New Delhi,2015,Hyundai,Eon ERA PLUS,Manual,"29,793 km",Petrol,1st Owner,"₹2,55,000"
New Delhi,2012,Maruti,Wagon R 1.0 LXI,Manual,"34,131 km",Petrol,2nd Owner,"₹2,30,000"
New Delhi,2016,Hyundai,Eon MAGNA PLUS,Manual,"29,870 km",Petrol,1st Owner,"₹3,01,694"
New Delhi,2012,Hyundai,i20 MAGNA O 1.2,Manual,"21,419 km",Petrol,1st Owner,"₹3,25,000"
New Delhi,2018,Maruti,Wagon R 1.0 VXI,Manual,"22,203 km",Petrol,1st Owner,"₹4,20,000"
New Delhi,2018,Hyundai,Elite i20 Magna Executive 1.2,Manual,"3,984 km",Petrol,1st Owner,"₹6,25,000"
New Delhi,2011,Maruti,Zen Estilo LXI,Manual,"71,705 km",Petrol,1st Owner,"₹1,73,000"
New Delhi,2010,Hyundai,Santro Xing GL PLUS,Manual,"51,217 km",Petrol,2nd Owner,"₹1,30,893"
New Delhi,2011,Ford,Figo 1.2 TITANIUM DURATEC,Manual,"51,161 km",Petrol,1st Owner,"₹1,88,400"
New Delhi,2016,Maruti,Wagon R 1.0 VXI,Manual,"45,312 km",Petrol,1st Owner,"₹3,75,000"
New Delhi,2013,Hyundai,i20 MAGNA 1.2 VTVT,Manual,"50,086 km",Petrol,3rd Owner,"₹2,75,000"
New Delhi,2012,Hyundai,Eon D LITE PLUS,Manual,"48,912 km",Petrol,1st Owner,"₹1,90,000"
New Delhi,2017,Tata,Tiago XT 1.2 REVOTRON,Manual,"48,029 km",Petrol,1st Owner,"₹4,25,000"
New Delhi,2010,Hyundai,i10 SPORTZ 1.2,Manual,"74,582 km",Petrol,2nd Owner,"₹1,75,000"
New Delhi,2014,Maruti,Wagon R 1.0 VXI,Manual,"48,005 km",Petrol,2nd Owner,"₹3,00,468"
New Delhi,2018,Maruti,Wagon R 1.0 VXI,Manual,"22,171 km",Petrol,1st Owner,"₹4,10,000"
New Delhi,2012,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"62,697 km",Petrol,1st Owner,"₹2,40,000"
New Delhi,2018,Renault,Kwid RXL,Manual,"51,552 km",Petrol,1st Owner,"₹2,65,000"
New Delhi,2013,Chevrolet,Sail UVA 1.2 BASE,Manual,"66,801 km",Petrol,1st Owner,"₹2,10,000"
New Delhi,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"39,498 km",Petrol,1st Owner,"₹6,25,000"
New Delhi,2012,Hyundai,i20 MAGNA O 1.4 CRDI,Manual,"83,683 km",Diesel,1st Owner,"₹3,10,000"
New Delhi,2010,Honda,Jazz 1.2 SELECT I VTEC,Manual,"53,744 km",Petrol,1st Owner,"₹2,75,000"
New Delhi,2013,Maruti,Alto 800 LXI,Manual,"82,016 km",Petrol,1st Owner,"₹1,95,000"
New Delhi,2017,Renault,Kwid RXL,Manual,"75,572 km",Petrol,1st Owner,"₹2,95,000"
New Delhi,2014,Honda,Brio 1.2 VX AT I VTEC,Automatic,"63,410 km",Petrol,1st Owner,"₹4,14,000"
New Delhi,2018,Hyundai,Elite i20 1.4 CRDI ASTA (O),Manual,"58,281 km",Diesel,1st Owner,"₹7,02,728"
New Delhi,2018,Maruti,Swift VXI AMT,Automatic,"36,727 km",Petrol,1st Owner,"₹6,10,000"
New Delhi,2012,Hyundai,i10 ASTA 1.2 AT KAPPA2 WITH SUNROOF,Automatic,"47,650 km",Petrol + CNG,1st Owner,"₹3,25,000"
New Delhi,2016,Renault,Kwid RXL,Manual,"10,347 km",Petrol,1st Owner,"₹2,75,000"
New Delhi,2012,Honda,Brio 1.2 E MT I VTEC,Manual,"40,489 km",Petrol,1st Owner,"₹2,36,204"
New Delhi,2018,Renault,Kwid 1.0 RXL,Manual,"23,632 km",Petrol,1st Owner,"₹2,87,533"
New Delhi,2018,Maruti,Celerio X Zxi,Manual,"47,129 km",Petrol + CNG,1st Owner,"₹4,00,000"
New Delhi,2018,Maruti,Wagon R 1.0 LXI CNG,Manual,"52,248 km",Petrol + CNG,1st Owner,"₹4,11,537"
New Delhi,2008,Hyundai,Santro Xing GL,Manual,"47,073 km",Petrol + CNG,2nd Owner,"₹1,18,000"
New Delhi,2014,Chevrolet,Beat LS DIESEL,Manual,"73,411 km",Diesel,1st Owner,"₹1,68,810"
New Delhi,2014,Chevrolet,Beat LS DIESEL,Manual,"89,872 km",Diesel,1st Owner,"₹1,63,000"
New Delhi,2012,Maruti,Wagon R 1.0 VXI,Manual,"30,868 km",Petrol,1st Owner,"₹2,60,000"
New Delhi,2014,Honda,Brio 1.2 EX MT I VTEC,Manual,"9,485 km",Petrol,2nd Owner,"₹2,86,000"
New Delhi,2015,Hyundai,Eon ERA PLUS,Manual,"29,793 km",Petrol,1st Owner,"₹2,55,000"
New Delhi,2017,Maruti,Swift LXI OPT,Manual,"25,075 km",Petrol,1st Owner,"₹4,20,461"
New Delhi,2010,Chevrolet,Beat PS PETROL,Manual,"43,708 km",Petrol,2nd Owner,"₹1,28,500"
New Delhi,2018,Hyundai,Elite i20 SPORTZ 1.2,Manual,"15,847 km",Petrol,1st Owner,"₹6,50,000"
New Delhi,2016,Maruti,Wagon R 1.0 VXI,Manual,"45,306 km",Petrol,1st Owner,"₹3,75,000"
New Delhi,2019,Datsun,Redi Go S 1.0,Manual,"9,620 km",Petrol,1st Owner,"₹3,23,600"
New Delhi,2016,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"36,143 km",Petrol,1st Owner,"₹3,85,000"
New Delhi,2012,Skoda,Fabia AMBIENTE 1.2 MPI,Manual,"65,739 km",Petrol,1st Owner,"₹2,45,000"
New Delhi,2020,Maruti,IGNIS ZETA 1.2 K12,Manual,"11,088 km",Petrol,1st Owner,"₹5,90,000"
New Delhi,2011,Ford,Figo 1.2 EXI DURATEC,Manual,"45,774 km",Petrol,1st Owner,"₹2,00,000"
New Delhi,2018,Hyundai,Elite i20 Magna Executive 1.2,Manual,"28,544 km",Petrol,1st Owner,"₹5,80,000"
New Delhi,2016,Hyundai,Elite i20 ASTA 1.2,Manual,"47,249 km",Petrol,1st Owner,"₹5,83,424"
New Delhi,2015,Hyundai,i20 Active 1.2 SX,Manual,"51,664 km",Petrol,1st Owner,"₹5,95,000"
New Delhi,2016,Maruti,Celerio ZXI,Manual,"62,807 km",Petrol,1st Owner,"₹3,90,000"
New Delhi,2017,Maruti,Baleno ZETA 1.2 K12 AMT,Automatic,"34,677 km",Petrol,1st Owner,"₹6,25,000"
New Delhi,2011,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"41,854 km",Petrol,2nd Owner,"₹2,40,000"
New Delhi,2015,Hyundai,Eon ERA PLUS,Manual,"75,685 km",Petrol,1st Owner,"₹2,85,000"
New Delhi,2012,Maruti,Swift LXI,Manual,"77,438 km",Petrol,2nd Owner,"₹3,35,000"
New Delhi,2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"45,251 km",Petrol,1st Owner,"₹4,56,036"
New Delhi,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"39,498 km",Petrol,1st Owner,"₹6,25,000"
